USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.2  1.0  47300 39580 ?        Ss   03:33   0:02 /usr/lib/systemd/systemd --switched-root --system --deserialize=47 rhgb
root           2  0.0  0.0      0     0 ?        S    03:33   0:00 [kthreadd]
root           3  0.0  0.0      0     0 ?        S    03:33   0:00 [pool_workqueue_release]
root           4  0.0  0.0      0     0 ?        I<   03:33   0:00 [kworker/R-rcu_gp]
root           5  0.0  0.0      0     0 ?        I<   03:33   0:00 [kworker/R-sync_wq]
root           6  0.0  0.0      0     0 ?        I<   03:33   0:00 [kworker/R-slub_flushwq]
root           7  0.0  0.0      0     0 ?        I<   03:33   0:00 [kworker/R-netns]
root          10  0.0  0.0      0     0 ?        I<   03:33   0:00 [kworker/0:0H-events_highpri]
root          11  0.0  0.0      0     0 ?        I    03:33   0:00 [kworker/u512:0-events_unbound]
root          12  0.0  0.0      0     0 ?        I    03:33   0:00 [kworker/u512:1-ipv6_addrconf]
root          13  0.0  0.0      0     0 ?        I<   03:33   0:00 [kworker/R-mm_percpu_wq]
root          14  0.0  0.0      0     0 ?        I    03:33   0:00 [rcu_tasks_kthread]
root          15  0.0  0.0      0     0 ?        I    03:33   0:00 [rcu_tasks_rude_kthread]
root          16  0.0  0.0      0     0 ?        I    03:33   0:00 [rcu_tasks_trace_kthread]
root          17  0.0  0.0      0     0 ?        S    03:33   0:00 [ksoftirqd/0]
root          18  0.0  0.0      0     0 ?        I    03:33   0:00 [rcu_preempt]
root          19  0.0  0.0      0     0 ?        S    03:33   0:00 [rcu_exp_par_gp_kthread_worker/1]
root          20  0.0  0.0      0     0 ?        S    03:33   0:00 [rcu_exp_gp_kthread_worker]
root          21  0.0  0.0      0     0 ?        S    03:33   0:00 [migration/0]
root          22  0.0  0.0      0     0 ?        S    03:33   0:00 [idle_inject/0]
root          23  0.0  0.0      0     0 ?        S    03:33   0:00 [cpuhp/0]
root          24  0.0  0.0      0     0 ?        S    03:33   0:00 [cpuhp/1]
root          25  0.0  0.0      0     0 ?        S    03:33   0:00 [idle_inject/1]
root          26  0.0  0.0      0     0 ?        S    03:33   0:00 [migration/1]
root          27  0.0  0.0      0     0 ?        S    03:33   0:00 [ksoftirqd/1]
root          29  0.0  0.0      0     0 ?        I<   03:33   0:00 [kworker/1:0H-kblockd]
root          31  0.1  0.0      0     0 ?        I    03:33   0:01 [kworker/u514:0-writeback]
root          33  0.0  0.0      0     0 ?        I    03:33   0:00 [kworker/u514:1-events_unbound]
