Netid State      Recv-Q Send-Q                                          Local Address:Port           Peer Address:Port  Process                                                                                                                                                                                                                                                                                                                                                                                                                                     
nl    UNCONN     0      0                                                          15:2426                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:2390                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-177462854                 *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:2048                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-1648809010                *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:1839                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:1812                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-145805420                 *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:1461                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-1154085269                *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-243900252                 *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-547074578                 *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:1414                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:1229                       *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:731                        *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:869                        *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-1178629793                *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-1606756489                *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:-479308011                 *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:721                        *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
nl    UNCONN     0      0                                                          15:754                        *                                                                                                                                                                                                                                                                                                                                                                                                                                                  
